algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Min-Load-Ratio-1.1,16,0-part_128-0.repeats.hgr,48,20,0.03,2.61111,km1,14578,2136,12886,554,1198,491,126,0.00018573,0.116703,0.00752394,0,0,0.00015696,0.0997742,0.00798652
Min-Load-Ratio-1.1,16,0-part_128-s.repeats.hgr,48,20,0.03,4.2,km1,5427,520,4335,154,220,126,126,0.000101041,0.0352913,0.00138593,0,0,8.199e-05,0.0306991,0.00269183
Min-Load-Ratio-1.1,16,0-part_128-l.repeats.hgr,48,20,0.03,0.83871,km1,23444,3190,22652,1014,1147,929,126,0.00012967,0.271937,0.00406585,0,0,0.0106672,0.233961,0.017055
Min-Load-Ratio-1.1,16,0-part_404-s.repeats.hgr,48,20,0.03,5.69231,km1,18541,967,15378,467,614,402,402,0.00138715,0.172452,0.0111925,0,0,0.000183781,0.139847,0.0186676
Min-Load-Ratio-1.1,16,0-part_404-l.repeats.hgr,48,20,0.03,2.26087,km1,38043,5292,33409,1696,3491,1545,402,0.00330604,0.641983,0.0268938,0,0,0.000696133,0.56531,0.0397539
Min-Load-Ratio-1.1,16,0-part_sm_part1_170859.repeats.hgr,48,20,0.03,0.376685,km1,289841,52737,279900,10465,13207,9702,142,0.0131756,5.10726,0.0482807,0,0,1.82513,1.96878,0.834346
Min-Load-Ratio-1.1,16,0-part_sm_part3_31854.repeats.hgr,48,20,0.03,0.251506,km1,221867,43406,215609,8816,10334,8159,142,0.00110139,2.40999,0.0204863,0,0,0.640595,1.46828,0.177275
Min-Load-Ratio-1.1,16,0-part_sm_part12_20753.repeats.hgr,48,20,0.03,0.13164,km1,202807,40232,198142,7919,9311,7297,142,0.00225828,1.96631,0.0135995,0,0,0.422407,1.37441,0.0884061
Min-Load-Ratio-1.1,16,0-part_sm_part24_11756.repeats.hgr,48,20,0.03,0.138776,km1,169853,31368,167042,5871,6539,5383,142,0.000349651,1.33643,0.00889716,0,0,0.212933,1.01958,0.0580458
Min-Load-Ratio-1.01,16,0-part_59-s.repeats.hgr,160,64,0.03,0,km1,0,0,0,57,57,57,57,0,3.8e-07,0,0,0,0,0,0
Min-Load-Ratio-1.01,16,0-part_59-l.repeats.hgr,160,64,0.03,8,km1,12623,1610,11235,158,393,116,57,0.000228441,0.169478,0.0109495,0,0,0.000849503,0.147766,0.00733962
Min-Load-Ratio-1.01,16,0-part_128-0.repeats.hgr,160,64,0.03,9.33333,km1,26328,2269,23815,273,593,156,126,0.000204291,0.1571,0.0127342,0,0,0.000362022,0.134432,0.00712827
Min-Load-Ratio-1.01,16,0-part_128-s.repeats.hgr,160,64,0.03,5,km1,13068,587,9974,126,187,0,126,0.00017821,0.0465527,0.00310459,0,0,8.0231e-05,0.0398336,0.00275012
Min-Load-Ratio-1.01,16,0-part_128-l.repeats.hgr,160,64,0.03,1.68421,km1,46062,3833,43990,451,610,407,126,0.000750953,0.513936,0.0209114,0,0,0.00104148,0.466852,0.0147386
Min-Load-Ratio-1.01,16,0-part_404-s.repeats.hgr,160,64,0.03,8.25,km1,56971,1103,35910,402,597,0,402,0.00134843,0.295271,0.0564095,0,0,0.00014807,0.21405,0.0189869
Min-Load-Ratio-1.01,16,0-part_404-l.repeats.hgr,160,64,0.03,5.07143,km1,87122,5949,78657,846,1549,712,402,0.0020723,0.832909,0.0494216,0,0,0.00169753,0.718106,0.0393053
Min-Load-Ratio-1.01,16,0-part_sm_part1_170859.repeats.hgr,160,64,0.03,0.748127,km1,534393,57744,487476,4588,7262,4546,142,0.00464029,8.60631,0.266117,0,0,1.60979,4.86441,0.7868
Min-Load-Ratio-1.01,16,0-part_sm_part3_31854.repeats.hgr,160,64,0.03,0.3,km1,407495,50706,397995,3717,4709,3681,142,0.00200911,4.12848,0.115177,0,0,0.485887,3.16233,0.148868
Min-Load-Ratio-1.01,16,0-part_sm_part12_20753.repeats.hgr,160,64,0.03,0.261538,km1,362441,44489,354442,3298,4154,3266,142,0.00100733,3.22549,0.0806478,0,0,0.172446,2.72392,0.0928967
Min-Load-Ratio-1.01,16,0-part_sm_part24_11756.repeats.hgr,160,64,0.03,0.243243,km1,286219,34771,279642,2423,2944,2386,142,0.000466732,2.16543,0.0567207,0,0,0.0596003,1.90983,0.0642745
Min-Load-Ratio-1.05,16,0-part_59-s.repeats.hgr,160,64,0.03,0,km1,0,0,0,57,57,57,57,0,3.8e-07,0,0,0,0,0,0
Min-Load-Ratio-1.05,16,0-part_59-l.repeats.hgr,160,64,0.03,11.7143,km1,12740,1582,11199,156,377,115,57,0.000193731,0.180238,0.0169487,0,0,0.000913043,0.152605,0.00724544
Min-Load-Ratio-1.05,16,0-part_128-0.repeats.hgr,160,64,0.03,7.83333,km1,26634,2264,24354,275,523,168,126,0.000163911,0.154644,0.01241,0,0,0.000717533,0.131828,0.00718041
Min-Load-Ratio-1.05,16,0-part_128-s.repeats.hgr,160,64,0.03,6.5,km1,12570,588,11415,132,170,0,126,0.000121621,0.0470756,0.00124219,0,0,9.7581e-05,0.0423596,0.00257878
Min-Load-Ratio-1.05,16,0-part_128-l.repeats.hgr,160,64,0.03,0.947368,km1,46206,3791,44336,452,812,405,126,0.000672953,0.505949,0.0201509,0,0,0.00107097,0.458759,0.0155304
Min-Load-Ratio-1.05,16,0-part_404-s.repeats.hgr,160,64,0.03,15,km1,48293,1081,35119,422,591,0,402,0.00111383,0.268202,0.0357174,0,0,0.000170511,0.207945,0.0191797
