algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Block-Load-Margin-1.05,16,vibrobox.mtx.hgr,48,43,0.03,0.280156,km1,28293,10512,27692,850,1054,842,121,0.000181661,0.180283,0.00860887,0,0,0.0110511,0.146715,0.0105739
Block-Load-Margin-1.05,16,sat14_countbitssrl032.cnf.hgr,48,43,0.03,0.148196,km1,12437,11751,11773,1427,1598,1414,128,8.311e-05,0.103174,0.00171976,0,0,0.0106651,0.0698019,0.016813
Block-Load-Margin-1.05,16,NotreDame_actors.mtx.hgr,48,43,0.03,0.315809,km1,271841,79504,211956,13713,29470,13619,294,0.000855903,1.34441,0.0431056,0,0,0.132133,1.03799,0.0786499
Block-Load-Margin-1.05,16,sat14_E02F20.cnf.hgr,48,43,0.03,3.24138,km1,275791,157060,64534,14474,18059,12998,6317,0.00844901,1.09439,0.0955574,0,0,0.0851388,0.798738,0.07692
Block-Load-Margin-1.05,16,sat14_dated-10-17-u.cnf.dual.hgr,48,43,0.03,0.144836,km1,23162,20800,22306,5277,5723,5261,10,0.00266479,0.417785,0.0113387,0,0,0.125506,0.0992732,0.0929885
Block-Load-Margin-1.05,16,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,48,43,0.03,0.104358,km1,132884,132294,119343,115505,121072,114956,302,0.005473,1.64918,0.0256789,0,0,0.458041,0.1238,0.738683
Block-Load-Margin-1.05,16,sat14_atco_enc3_opt1_04_50.cnf.primal.hgr,48,43,0.03,0.0184182,km1,157607,144088,128602,138102,141292,136984,1024,0.00343281,1.4864,0.0173578,0,0,0.48013,0.110678,0.594162
Block-Load-Margin-1.05,16,G2_circuit.mtx.hgr,48,43,0.03,0.0377238,km1,19147,18160,18031,3538,3850,3518,6,0.000330481,0.174327,0.00247304,0,0,0.0368249,0.0755005,0.0430413
Block-Load-Margin-1.05,16,pre2.mtx.hgr,48,43,0.03,0.0625637,km1,129336,106611,118722,16498,20808,16378,745,0.00135417,0.683499,0.011696,0,0,0.262793,0.171322,0.133933
Block-Load-Margin-1.05,16,dac2012_superblue2.hgr,48,43,0.03,0.0977244,km1,103595,85271,96710,22878,26725,22762,1317,0.00244996,0.858062,0.0132636,0,0,0.193993,0.276621,0.235888
Block-Load-Margin-1.05,16,fd18.mtx.hgr,48,43,0.03,0.0670554,km1,3823,3583,3538,424,450,420,8,5.58e-05,0.0732434,0.00146307,0,0,0.00609909,0.0549001,0.00820467
Block-Load-Margin-1.05,16,dielFilterV2clx.mtx.hgr,48,43,0.03,0.0623666,km1,207636,175612,195188,17026,19254,16908,158,0.00281045,1.1971,0.0108717,0,0,0.605476,0.190859,0.279193
Block-Load-Margin-1.05,16,sat14_MD5-30-4.cnf.hgr,48,43,0.03,0.172043,km1,24127,20101,22392,1928,2215,1915,55,7.217e-05,0.105573,0.00169358,0,0,0.00912421,0.0745012,0.016787
Block-Load-Margin-1.05,16,sat14_9dlx_vliw_at_b_iq3.cnf.dual.hgr,48,43,0.03,0.695385,km1,31828,13513,30130,2124,3467,2113,110,0.00141207,0.894418,0.0153604,0,0,0.393061,0.273061,0.106787
Block-Load-Margin-1.05,16,sat14_gss-22-s100.cnf.hgr,48,43,0.03,0.0553869,km1,10823,9750,10292,2215,2707,2201,40,0.000145631,0.11879,0.00201685,0,0,0.0167112,0.0667317,0.0255009
Block-Load-Margin-1.05,16,sat14_gss-19-s100.cnf.primal.hgr,48,43,0.03,0.0427481,km1,10474,10003,9651,2198,2347,2180,111,7.115e-05,0.0940459,0.00152139,0,0,0.0111619,0.0587511,0.0173589
Block-Load-Margin-1.05,16,sat14_aaai10-planning-ipc5-pathways-17-step21.cnf.dual.hgr,48,43,0.03,0.360947,km1,25177,18489,23383,1654,2009,1644,61,0.000696714,0.273583,0.00819477,0,0,0.0617509,0.133964,0.034868
Block-Load-Margin-1.05,16,sat14_post-cbmc-aes-d-r2-noholes.cnf.hgr,48,43,0.03,0.350646,km1,87016,81937,67735,35401,41773,35249,774,0.00106478,0.542209,0.00770107,0,0,0.13145,0.112164,0.180804
Block-Load-Margin-1.05,16,sat14_6s10.cnf.dual.hgr,48,43,0.03,0.0938558,km1,5318,3013,5039,820,898,815,3,0.000366172,0.109224,0.00260996,0,0,0.0176945,0.0621182,0.0183142
